volatile acidity,residual sugar,total sulfur dioxide,density,alcohol,quality
0.5,2.4,112,0.99314,9.2,6
0.41,10.7,103,0.99672,9,6
0.25,4.9,98,0.99024,12.8,7
0.41,10.7,103,0.99672,9,6
0.25,1.1,136,0.99366,9.5,5
0.14,7.9,82,0.99425,10,6
0.21,5.6,140,0.99299,11,5
0.5,2.4,112,0.99314,9.2,6
0.29,14.2,99,0.99528,10.6,6
0.37,9.5,166,0.99568,10,5
0.37,9.5,166,0.99568,10,5
0.31,4.1,86,0.99062,11.7,7
0.45,4.7,80,0.99058,12.5,7
0.3,1.4,122,0.99059,11.1,7
0.23,0.9,141,0.99119,9.7,5
0.3,20.3,150,0.99727,12.3,6
0.28,3.5,105,0.99021,12.2,6
0.255,2.7,153,0.99238,11.3,6
0.4,1.2,193,0.99164,11.6,5
0.21,1.2,75,0.99006,11.3,6
0.2,2,95,0.99078,11.1,6
0.17,1.1,92,0.99036,11.2,6
0.21,1.5,107,0.99123,11.3,6
0.26,1.2,94,0.98978,12,6
0.35,18.1,158,0.99908,8.8,6
0.35,18.1,158,0.99908,8.8,6
0.43,3.6,143,0.99022,12,8
0.4,3.5,147,0.99024,12,7
0.28,12.1,122,0.9973,9,5
0.23,17.45,151,0.99853,9.3,6
0.34,12.1,171,0.99769,8.7,6
0.44,3,75,0.98954,12.8,6
0.13,1.6,72,0.98974,11.5,7
0.17,5.7,147,0.99382,10,5
0.18,5.6,147,0.99383,10,5
0.31,6.8,215,0.99538,10.3,5
0.33,15.6,227,0.99734,10.4,5
0.34,6,68,0.98981,13.4,7
0.29,1.8,130,0.99095,11.2,6
0.31,8.6,206,0.9964,9.1,5
0.31,8.6,206,0.9964,9.1,5
0.25,11.5,120,0.99411,10.8,6
0.27,7.8,89,0.9915,12.5,6
0.26,2.4,132,0.99234,11.3,5
0.65,5,128,0.99016,12.8,6
0.31,8.6,206,0.9964,9.1,5
0.23,1.5,72,0.98949,12.7,6
0.18,5.4,143,0.99287,11,7
0.28,11.9,149,0.99544,10.4,6
0.28,11.9,149,0.99544,10.4,6
0.27,9,136,0.9941,10.7,6
0.25,10,131,0.994,10.9,6
0.28,11.9,149,0.99544,10.4,6
0.26,11.9,160,0.99546,10.4,6
0.13,15.5,115.5,0.99737,9.7,7
0.18,5.4,143,0.99287,11,7
0.2,15,120,0.99767,9.6,6
0.24,1.4,76,0.98711,13.9,7
0.48,9.4,194,0.99714,9.4,5
0.26,3.7,193,0.99134,12.5,6
0.2,15,120,0.99767,9.6,6
0.3,1.4,187,0.9927,9.5,5
0.32,6.5,186,0.9948,9.6,5
0.3,1.4,187,0.9927,9.5,5
0.34,6.3,186,0.99481,9.6,5
0.16,13.7,168,0.99825,8.7,7
0.16,13.7,168,0.99825,8.7,7
0.16,13.7,168,0.99825,8.7,7
0.16,13.7,168,0.99825,8.7,7
0.16,13.7,168,0.99825,8.7,7
0.16,13.7,168,0.99825,8.7,7
0.26,1.5,120,0.99192,10.4,5
0.31,1.6,119,0.99184,10.7,5
0.22,1.4,83,0.99019,12,7
0.23,3.5,158,0.98998,12.1,7
0.17,1,118,0.98886,13.1,8
0.19,1.4,104,0.98998,12.4,6
0.21,1.5,123,0.98949,12.6,7
0.16,13.7,168,0.99825,8.7,7
0.22,1.6,101,0.99009,12,5
0.34,5.2,169,0.99252,11.6,6
0.34,1.4,99,0.99288,9.3,5
0.24,11.9,179,0.99659,9.3,6
0.35,2.4,157,0.99133,11.1,7
0.24,3.2,161,0.99324,10.2,6
0.25,1.7,113,0.99164,10.6,6
0.19,4.2,133,0.99107,11.3,7
0.24,15.4,198,0.9986,9.4,5
0.31,13,123,0.99708,9.3,6
0.25,5.6,68,0.99163,11.1,6
0.38,9.7,170,0.99605,9.9,6
0.3,2.5,82,0.99065,11.8,7
0.33,4,81,0.9903,12.6,7
0.24,15.4,198,0.9986,9.4,5
0.27,1.2,72,0.99236,10.5,5
0.24,2,108,0.98948,12.3,6
0.33,1.2,119,0.99045,11.3,6
0.21,5.1,105,0.9939,9.6,5
0.22,1.4,63,0.98985,12,6
0.27,1.2,140,0.99138,11.2,5
0.2,6.5,100,0.99348,10.2,6
0.27,1.3,100,0.99066,12.4,6
0.2,6.5,100,0.99348,10.2,6
0.45,2.7,87,0.98862,13.4,8
0.22,1.3,68,0.98865,12.6,6
0.3,7.4,149,0.99472,9.8,5
0.36,12.9,139,0.99792,9.1,5
0.27,1.3,100,0.99066,12.4,6
0.24,1.2,101,0.99035,12.5,6
0.41,2.6,85,0.99086,11.7,6
0.24,2.3,113,0.99013,12.9,6
0.3,1.3,183,0.99266,10.1,5
0.26,10.5,139,0.99517,10.3,6
0.41,2.6,85,0.99086,11.7,6
0.32,14.4,144,0.99666,10.3,6
0.25,1.2,107,0.991,10.8,7
0.23,3.1,89,0.99068,11.2,6
0.23,1.7,102,0.99084,11.8,6
0.17,6,134,0.9939,9.8,6
0.38,11.8,193,0.99624,10,6
0.31,6.2,164,0.99602,8.8,4
0.38,1.4,69,0.9926,10.1,4
0.44,12.1,210,0.99718,9.5,5
0.44,12.1,210,0.99718,9.5,5
0.44,12.1,210,0.99718,9.5,5
0.38,3.9,113,0.99344,9.2,4
0.33,4.6,180,0.99184,12.2,6
0.44,12.1,210,0.99718,9.5,5
0.19,1.2,92,0.99033,11.3,6
0.28,8.1,129,0.99248,12.1,6
0.38,3.9,113,0.99344,9.2,4
0.43,1.1,51,0.99076,11.2,4
0.22,6.5,87,0.99092,12.5,7
0.345,10.1,187,0.99486,10.6,5
0.255,10.7,171,0.99464,10.4,7
0.2,3.2,93,0.99235,10.1,7
0.29,12.4,201,0.99612,9.9,6
0.26,5.2,133,0.99202,11,6
0.22,5,122,0.99261,10,6
0.35,2.5,89,0.98964,12.7,6
0.39,9.2,92,0.99206,12.1,6
0.23,6.9,118,0.9938,10.4,6
0.22,2,120,0.99204,10.4,6
0.29,15,116,0.99736,9.2,5
0.29,15,116,0.99736,9.2,5
0.23,1.2,80,0.99192,10.5,5
0.29,15,116,0.99736,9.2,5
0.28,1.8,90,0.99002,11.9,7
0.26,10.8,130,0.996,10.1,6
0.27,3.9,140,0.99237,11.1,6
0.22,4.2,144,0.99214,10.8,7
0.26,2,72,0.99041,11.8,6
0.36,13.5,116,0.9982,9.2,5
0.35,13.3,116,0.99822,9.2,5
0.18,2.2,95,0.9893,12.3,6
0.36,1.4,124,0.99274,10.1,6
0.14,1.6,114,0.99105,11.4,6
0.23,2.2,161,0.99209,10.4,6
0.11,14.8,95,0.99676,9.8,6
0.24,1.8,91,0.99251,9.9,6
0.11,14.8,95,0.99676,9.8,6
0.47,1.3,74,0.99082,11.2,4
0.29,9.9,115,0.99567,10.9,5
0.33,5.1,119,0.99416,9.2,5
0.33,5.1,119,0.99416,9.2,5
0.32,1.5,121,0.9887,12,5
0.3,1.5,121,0.98871,12.1,6
0.31,11.1,114,0.99248,12.4,6
0.36,5.25,145,0.99184,11.2,6
0.31,2.3,120,0.98952,12.7,7
0.52,7.9,169,0.99267,12.2,6
0.55,8,164,0.99269,12.2,6
0.2,1.4,99,0.98912,12.2,6
0.36,5.25,145,0.99184,11.2,6
0.31,2.3,120,0.98952,12.7,7
0.29,2.3,117,0.9895,12.7,7
0.22,3.5,146,0.98999,12.1,6
0.46,13.7,192,0.9981,9.4,5
0.21,9.9,174,0.995,10.1,6
0.42,15.4,201,0.99848,9.4,5
0.22,16,113,0.99862,8.9,6
0.22,16,113,0.99862,8.9,6
0.22,16,113,0.99862,8.9,6
0.22,16,113,0.99862,8.9,6
0.31,2.4,117,0.98886,13,7
0.22,5.5,183,0.99474,10.3,5
0.18,2.3,47,0.99126,10.1,4
0.24,16.8,129,0.99691,10.5,6
0.22,16,113,0.99862,8.9,6
0.26,17.8,124,0.99773,10.1,5
0.26,17.8,124,0.99773,10.1,5
0.2,6.8,93,0.9928,11,6
0.2,6.8,93,0.9928,11,6
0.2,6.8,93,0.9928,11,6
0.2,6.8,93,0.9928,11,6
0.28,1.6,117,0.99288,10,5
0.2,4.7,76,0.99202,10.5,6
0.26,11.8,112,0.99606,9.7,6
0.26,17.8,124,0.99773,10.1,5
0.21,15.7,183,0.99922,9.4,5
0.22,5.8,119,0.99296,11.2,6
0.21,15.7,183,0.99922,9.4,5
0.22,9,121,0.99468,10.8,5
0.21,15.7,183,0.99922,9.4,5
0.22,5.8,119,0.99296,11.2,6
0.2,8.8,103,0.99388,11,6
0.26,10.2,111,0.99315,12.4,6
0.28,6.6,154,0.99478,9.4,6
0.29,6.5,156,0.99478,9.4,5
0.34,8.9,155,0.99692,9.5,5
0.39,11.1,204,0.99616,10,6
0.26,4.2,114,0.9902,12.5,6
0.24,1.6,115,0.9921,10.9,6
0.25,7.4,113,0.99462,10.5,6
0.24,11.5,133,0.99476,10.8,6
0.22,1.6,116,0.99178,11,7
0.26,2,87,0.99081,11.8,6
0.34,4.8,121,0.99198,12.6,6
0.225,9.8,140,0.99545,10.2,6
0.23,1.9,103,0.98997,12,5
0.26,4.2,114,0.9902,12.5,6
0.27,1.6,86,0.99089,11.5,6
0.41,7.3,117,0.99172,11.94,7
0.41,5.4,115,0.9901,12.89333333,7
0.585,10.4,94,0.99681,9.4,5
0.34,1.9,138,0.9893,12.2,7
0.41,7.3,117,0.99172,11.94,7
0.41,5.4,115,0.9901,12.89333333,7
0.26,7.7,191,0.99527,9.5,5
0.28,11.5,150,0.99445,10.6,6
0.16,1.2,121,0.99198,10.5,7
0.27,2.2,129,0.99085,11.46666667,6
0.2,1,100,0.99033,11.4,6
0.24,8.2,182,0.99538,9.5,5
0.38,8.3,168,0.99627,9.2,5
0.24,8.2,182,0.99538,9.5,5
0.42,9.3,145,0.99433,10.98,5
0.23,8.1,181,0.9954,9.4,5
0.24,8.2,182,0.99538,9.5,5
0.38,8.3,168,0.99627,9.2,5
0.19,13.9,155,0.99807,8.8,8
0.19,13.9,155,0.99807,8.8,8
0.19,13.9,155,0.99807,8.8,8
0.19,13.9,155,0.99807,8.8,8
0.19,13.9,155,0.99807,8.8,8
0.19,13.9,155,0.99807,8.8,8
0.19,13.9,155,0.99807,8.8,8
0.24,2,96,0.99232,10.4,8
0.19,13.9,155,0.99807,8.8,8
0.27,15.7,139,0.99788,10.03333333,6
0.28,1.2,141,0.99108,11.3,6
0.22,1.5,109,0.99234,10.4,6
0.27,1.2,106,0.99288,9.2,6
0.2,3.2,107,0.99195,11.1,6
0.27,1.2,106,0.99288,9.2,6
0.23,2.6,148,0.99121,11.3,7
0.31,13.2,148,0.99839,9.1,6
0.34,10.4,187,0.99738,9.4,5
0.36,5.7,73,0.98963,13.2,6
0.31,2.5,137,0.98946,12.7,6
0.28,1.6,148,0.99178,10.7,5
0.16,1.4,166,0.99136,11.43333333,6
0.31,7.4,169,0.99323,11.1,6
0.31,2.5,137,0.98946,12.7,6
0.29,5.6,178,0.99313,10.53333333,5
0.28,3.6,194,0.9912,11.6,6
0.23,7.5,179,0.99504,9.533333333,5
0.34,5.8,203,0.99461,9.8,6
0.28,1.6,148,0.99178,10.7,5
0.2,1.5,110,0.99008,12,6
0.24,2.9,123,0.98959,12.8,6
0.31,11.2,136,0.99663,9.5,5
0.29,9.65,119,0.99334,10.93333333,6
0.19,10.1,133,0.99561,9.1,5
0.29,3.2,117,0.98959,12.6,6
0.31,11.2,136,0.99663,9.5,5
0.3,11.45,109,0.99418,10.9,6
0.29,9.65,119,0.99334,10.93333333,6
0.22,4.5,115,0.9937,9.6,5
0.23,2.7,92,0.99372,9.3,5
0.23,3.5,112,0.99157,11.36666667,6
0.26,1.7,98,0.98918,12.5,6
0.35,2.1,171,0.9932,9.5,5
0.32,4.8,186,0.99235,11,6
0.34,5,133,0.99373,9.4,5
0.13,2.6,76,0.9914,11.33333333,6
0.315,6.6,126,0.99494,8.8,5
0.34,5,133,0.99373,9.4,5
0.31,7.3,143,0.99332,11.06666667,6
0.3,5,151,0.99198,12.2,6
0.24,1.7,110,0.99142,11,6
0.13,2.6,76,0.9914,11.33333333,6
0.26,8.2,182,0.99542,9.5,5
0.26,8.2,182,0.99542,9.5,5
0.27,5,170,0.9924,11,6
0.21,1.2,97,0.99112,11.2,6
0.26,7.1,100,0.99534,9.3,6
0.28,9.5,111,0.99338,10.8,4
0.25,15.8,167,0.99804,9.2,5
0.22,15.5,203,0.99899,9.4,5
0.25,15.8,167,0.99804,9.2,5
0.18,17.05,139,0.99724,10.5,6
0.2,12.7,143,0.99526,10.8,6
0.24,12.3,146,0.99676,9.4,5
0.27,11.8,173,0.99699,9.8,5
0.27,11.8,173,0.99699,9.8,5
0.27,11.8,173,0.99699,9.8,5
0.24,12.3,146,0.99676,9.4,5
0.27,11.8,173,0.99699,9.8,5
0.38,13.6,137,0.99461,12.1,6
0.43,5.2,176,0.99116,12.3,6
0.22,6.2,187,0.99362,9.733333333,5
0.29,7.9,197,0.99512,9.4,5
0.29,7.9,197,0.99512,9.4,5
0.29,3.3,140,0.9895,12.8,7
0.19,2.8,80,0.99043,11.05,6
0.29,7.9,197,0.99512,9.4,5
0.29,3.3,140,0.9895,12.8,7
0.24,6.3,182,0.99391,9.733333333,5
0.3,4.9,86,0.98963,13.1,7
0.27,10.4,114,0.99335,11.5,7
0.3,4.9,86,0.98963,13.1,7
0.27,10.4,114,0.99335,11.5,7
0.305,16,141,0.99824,9.1,5
0.24,6.3,182,0.99391,9.75,5
0.22,2.2,125,0.9917,10.5,6
0.22,17.3,118,0.99906,8.8,6
0.22,17.3,118,0.99906,8.8,6
0.22,17.3,118,0.99906,8.8,6
0.22,17.3,118,0.99906,8.8,6
0.22,2.2,125,0.9917,10.5,6
0.22,2.2,125,0.9917,10.5,6
0.22,17.3,118,0.99906,8.8,6
0.22,6.6,122,0.99415,9.9,6
0.21,6.5,123,0.99418,9.9,6
0.32,12.3,205,0.99611,9.9,5
0.44,5,166,0.99124,12.2,6
0.31,2.8,162,0.99179,10.8,6
0.36,13.6,134,0.99886,8.7,5
0.38,2.8,67,0.98924,13.2,6
0.24,5.4,94,0.99045,12.7,6
0.56,10.9,193,0.9969,9.4,5
0.24,1.7,161,0.99196,11.2,6
0.29,9.15,166,0.99339,11.33333333,6
0.28,4.5,92,0.99224,11.9,6
0.29,9.15,166,0.99339,11.35,6
0.21,1.4,131,0.99184,10.5,5
0.47,5.9,125,0.99428,9.8,5
0.34,16.4,146,0.99834,9.1,5
0.27,1.2,111,0.98918,12.4,6
0.34,16.4,146,0.99834,9.1,5
0.47,5.9,125,0.99428,9.8,5
0.35,7.8,116,0.99241,11.3,6
0.35,7.8,116,0.99241,11.3,6
0.46,2.8,111,0.98816,13.1,6
0.38,2.9,101,0.98916,12.5,6
0.3,2.5,122,0.99329,10.3,5
0.28,12.8,150,0.99535,10.7,6
0.29,12.2,136,0.99552,10.4,6
0.3,7.7,184,0.99514,9.5,5
0.39,2.8,173,0.99304,9.8,5
0.38,2.9,101,0.98916,12.5,6
0.18,17.3,149,0.9984,9.4,6
0.28,19.3,174,0.99911,9,5
0.28,19.3,174,0.99911,9,5
0.28,19.3,174,0.99911,9,5
0.35,2.7,129,0.98952,13,7
0.22,6.4,120,0.99403,9.9,5
0.18,17.3,149,0.9984,9.4,6
0.28,2.4,157,0.99312,10.6,6
0.42,2.8,109,0.98968,13.4,6
0.32,1.7,114,0.98946,12.5,6
0.26,15.4,141,0.9981,9.3,5
0.26,15.4,141,0.9981,9.3,5
0.32,4.1,149,0.99306,11,5
0.25,6.6,158,0.99378,10.3,5
0.21,1.2,95,0.99036,11.3,6
0.23,2.1,100,0.99094,10.9,6
0.145,1,90,0.9908,11.3,6
0.2,1.1,78,0.9899,12.1,6
0.28,1.4,83,0.99173,11.1,5
0.36,1.6,140,0.99356,9.8,5
0.25,9.8,125,0.99571,10.1,6
0.22,1.9,110,0.98945,12.4,6
0.2,1.3,104,0.98865,12.7,6
0.32,7.9,180,0.99514,9.6,5
0.32,7.9,180,0.99514,9.6,5
0.555,4.5,126,0.9943,9.1,5
0.22,22.6,122,0.99636,12.8,5
0.32,7.9,180,0.99514,9.6,5
0.3,3.5,155,0.98987,12.4,6
0.28,1.2,108,0.99288,9.55,4
0.555,4.5,126,0.9943,9.1,5
0.31,2,74,0.99064,12.5,6
0.15,7.8,68,0.99394,9.9,6
0.13,0.9,87,0.99175,11.2,6
0.48,2.9,122,0.98926,13,6
0.48,2.9,122,0.98926,13,6
0.3,3.5,116,0.99057,11.7,6
0.28,4.2,95,0.98898,13.1,6
0.19,9.7,50,0.9932,12,6
0.31,10.5,165,0.9972,10.55,6
0.24,1.1,84,0.9902,11.45,6
0.23,16.1,194,0.9988,10.2,6
0.24,1.1,84,0.9902,11.45,6
0.29,8.1,150,0.9958,9.3,5
0.2,6.2,106,0.9935,10.8,5
0.38,7.7,103,0.9925,12.2,6
0.27,2.4,175,0.992,11,6
0.54,16.3,182,0.9986,10.4,6
0.25,2.3,156,0.9914,11.4,6
0.61,8.4,104,0.9909,14.05,7
0.32,8.5,138,0.9943,10.7,5
0.28,6,162,0.994,10.2,5
0.19,1.1,100,0.9904,11.2,6
0.305,1.75,73,0.99,12.33333333,5
0.26,2.6,129,0.9902,11.5,4
0.23,1.3,100,0.9925,9.5,5
0.33,2.1,147,0.9886,13.4,6
0.27,1.1,110,0.9898,12.5,6
0.27,1.1,110,0.9898,12.5,6
0.4,2.8,97,0.9904,11.2,6
0.4,9,259,0.9964,8.8,5
0.28,2.8,118,0.9908,11.2,6
0.32,2.2,70,0.9899,12.7,6
0.17,5.1,82,0.993,9.8,6
0.2,3.5,40,0.9944,9.8,6
0.13,12.7,183,0.9956,11.7,6
0.31,7.5,230,0.9949,9.8,5
0.36,2,191,0.9929,9.6,5
0.2,3.5,40,0.9944,9.8,6
0.18,14.3,149,0.9975,9.7,5
0.16,9.8,137,0.995,10,6
0.13,12.7,183,0.9956,11.7,6
0.27,12.7,206,0.9946,12.3,6
0.17,5.1,82,0.993,9.8,6
0.37,3.5,101,0.9934,9,6
0.26,12.7,164.5,0.9984,9.1,6
0.28,12.9,162.5,0.9984,9.1,6
0.28,12.9,162.5,0.9984,9.1,6
0.12,1.3,121,0.9908,11.4,6
0.25,10.5,124,0.9963,10.5,5
0.24,1.5,105,0.98914,12.4,6
0.26,12.7,156,0.9984,9.1,6
0.28,12.9,152,0.9984,9.1,6
0.18,1.2,94,0.9937,10.1,5
0.09,6.2,134,0.993,10.9,6
0.14,8.8,60,0.9956,11.05,5
0.28,3.9,105,0.98963,12.75,6
0.23,1.3,111,0.98961,12.7,6
0.28,9.1,76,0.9948,11.1,5
0.28,9.1,76,0.9948,11.1,5
0.28,3.9,105,0.98963,12.75,6
0.25,1.8,101,0.989315,13,6
0.2,2.1,95,0.989435,12,6
0.29,1.4,47,0.9899,11.5,6
0.46,14.7,183,0.998275,10.5,5
0.28,9.1,76,0.9948,11.1,5
0.23,1.9,101,0.9914,11.1,6
0.23,1.8,113,0.9915,11.1,6
0.55,9.6,104,0.9924,13.1,6
0.28,3.9,105,0.98963,12.75,6
0.23,1.3,111,0.98961,12.7,6
0.45,11.8,97,0.997,9.6,5
0.2,1.9,138,0.9914,11.7,5
0.37,12,210,0.997,9.7,6
0.21,7.9,130,0.9944,10.9,6
0.22,9.3,110,0.9958,10.7,7
0.27,4.6,107,0.98889,13.8,6
0.26,2.2,72,0.989465,12.15,6
0.18,10.2,131,0.9954,10.8,7
0.26,10.6,119,0.9947,10.7,7
0.23,1.4,113,0.9912,10.8,7
0.28,9.1,159,0.9965,10.8,5
0.36,11.1,171,0.9948,12,5
0.28,9.1,159,0.9965,10.8,5
0.3,4.4,135,0.9925,12.2,6
0.2,2.8,126,0.9936,9.4,6
0.29,1.1,83,0.9898,11.4,6
0.22,1.3,101,0.98948,12.5,7
0.22,1.2,97,0.98823,13.05,7
0.32,3.3,99,0.9896,12.4,6
0.2,9.7,102,0.9908,12.9,7
0.35,2.3,133,0.9906,12,7
0.3,1.1,56,0.9904,11.3,5
0.15,11.4,96,0.99754,10,6
0.13,1.2,98,0.9898,11.8,7
0.2,14.7,125,0.998365,9.4,6
0.2,13.8,112,0.99837,8.8,6
0.27,1.3,138,0.99125,11.1,6
0.37,6.3,146,0.9943,10.5,6
0.23,7.9,150,0.99488,9.3,6
0.34,2,110,0.99034,11.4,6
0.33,11.8,158,0.99322,11.8,6
0.29,1.2,132,0.98895,12.4,6
0.33,10,108,0.99457,11.6,6
0.3,5.2,137,0.99304,11.1,5
0.29,1.2,132,0.98895,12.4,6
0.33,7.2,168,0.99331,11.1,6
0.33,9.9,251,0.99435,11,6
0.45,5.3,165,0.99122,12.2,6
0.36,13.55,113,0.99544,11,6
0.42,2.2,129,0.989,12.9,6
0.39,9.9,124,0.99414,10.9,6
0.53,4.3,114,0.99014,13.4,6
0.66,13,75,0.99551,10.7,6
0.36,13.55,113,0.99544,11,6
0.16,1,75,0.9908,11.4,7
0.22,1.1,116,0.9927,10.2,6
0.23,6.9,116,0.99244,11,6
0.17,13.4,139,0.99752,9.1,6
0.33,4.6,124,0.99114,11,6
0.38,9.9,146,0.99326,11.5,6
0.29,3,93,0.9906,12,6
0.29,5.8,112,0.993,11.2,5
0.28,12.9,177,0.99479,11.2,6
0.36,3.2,73,0.98942,12.6,7
0.615,0.8,50,0.99036,11,4
0.44,2.5,73,0.99201,10.8,6
0.42,2.4,77,0.99184,10.9,5
0.34,7.2,146,0.99441,9.8,5
0.27,7.3,145,0.99442,9.8,5
0.33,6.3,166,0.99474,9.5,5
0.44,4.25,132,0.9916,11.26666667,7
0.28,1.2,99,0.99198,10.8,5
0.5,2,129,0.98949,13.4,7
0.44,4.25,132,0.9916,11.3,7
0.62,4.7,196,0.99556,8.9,5
0.38,4.5,119,0.99151,11.2,6
0.305,1.4,95,0.99158,11.5,7
0.5,4.1,131,0.9902,13,7
0.4,5.3,125,0.99204,12.6,6
0.4,4.2,91,0.98988,13.1,6
0.49,6.65,158,0.99344,11.2,5
0.3,8.2,199,0.99394,11.7,6
0.19,2.6,99,0.99153,10.9,6
0.19,2.6,99,0.99153,10.9,6
0.24,2,73,0.98981,11.6,7
0.25,12.2,127,0.99524,10.4,7
0.21,2.3,102,0.99221,10.9,7
0.3,8.2,199,0.99394,11.7,6
0.28,5,188,0.99318,10.8,6
0.29,10.7,136,0.99366,11.2,6
0.345,10.8,120,0.99494,10,6
0.51,1.7,177,0.99212,10.56666667,5
0.24,1.3,118,0.99018,11.73333333,6
0.51,1.7,177,0.99212,10.6,5
0.54,12.7,195,0.99596,10.5,6
0.24,1.3,118,0.99018,11.75,6
0.26,1.2,126,0.99094,11.4,6
0.24,1.3,98,0.98968,12.4,7
0.21,5.7,197,0.99392,10.1,6
0.29,3.4,122,0.99024,12.3,6
0.24,1.1,158,0.98774,13.1,7
0.18,1,88,0.99094,10.65,7
0.26,1,101,0.99044,11.4,7
0.61,1.65,240,0.9938,9.3,5
0.695,6.8,84,0.99432,10.2,5
0.695,6.8,84,0.99432,10.2,5
0.39,4.9,113,0.98966,13.1,7
0.38,1.4,210,0.99309,9.6,5
0.36,2.5,73,0.98868,12.8,7
0.29,10.8,149,0.9937,10.96666667,7
0.29,10.8,149,0.9937,10.96666667,7
0.29,10.8,149,0.9937,10.96666667,7
0.29,10.8,149,0.9937,11,7
0.43,2.8,132,0.98975,13.4,6
0.25,1.3,85,0.98984,11.2,6
0.33,2,79,0.99063,12.4,6
0.23,1.1,150,0.99168,11.2,5
0.17,8.2,111,0.99272,12.4,6
0.17,6,111,0.99362,10.13333333,7
0.16,6.1,114,0.99365,10.13333333,7
0.17,8.2,111,0.99272,12.4,6
0.31,8.8,221,0.99642,9.1,5
0.16,6.1,114,0.99365,10.15,7
0.17,6,111,0.99362,10.15,7
0.44,1.2,117,0.99134,11.5,5
0.285,11.4,137,0.99732,8.9,6
0.335,1.3,168,0.99212,10.46666667,5
0.335,1.3,168,0.99212,10.46666667,5
0.28,6.2,104,0.99161,11.8,7
0.35,3.2,151,0.9912,11.63333333,7
0.21,4.5,140,0.99332,10.6,6
0.25,9.9,128,0.99636,9.6,6
0.28,6.2,104,0.99161,11.8,7
0.285,11.4,137,0.99732,8.9,6
0.335,1.3,168,0.99212,10.5,5
0.63,1.3,133,0.99271,10.2,4
0.27,0.9,49,0.98845,13.1,6
0.32,0.7,66,0.9899,11.8,6
0.33,1,120,0.99004,12.2,6
0.24,1,184,0.99097,11.45,6
0.26,10.4,114,0.9966,10.5,5
0.63,1.3,133,0.99271,10.2,4
0.16,12.5,156,0.99666,9,6
0.16,12.5,156,0.99666,9,6
0.16,12.5,156,0.99666,9,6
0.16,12.5,156,0.99666,9,6
0.19,19.25,167,0.99954,9.1,7
0.36,1.1,173,0.99414,8.8,5
0.16,12.5,156,0.99666,9,6
0.19,19.25,167,0.99954,9.1,7
0.35,9,113,0.99188,12.9,7
0.15,1.2,84,0.98926,13,6
0.35,9,113,0.99188,12.9,7
0.27,1.3,121,0.99334,9.2,6
0.3,12.8,168,0.99659,9.8,5
0.3,12.8,168,0.99659,9.8,5
0.69,7.6,144,0.9948,10.1,6
0.69,7.6,144,0.9948,10.1,6
0.12,1.4,83,0.99074,10.9,7
0.36,8.3,202,0.9955,9.6,6
0.27,9,111,0.99474,10.4,6
0.22,1.85,111,0.98966,11.8,7
0.205,12.55,115,0.99564,10.8,6
0.33,1.4,109,0.99246,10.6,6
0.21,1.8,142,0.98984,12.7,6
0.33,4,108,0.99031,12.2,7
0.205,12.55,115,0.99564,10.8,6
0.27,9,111,0.99474,10.4,6
0.28,3,98,0.99216,11.1,6
0.22,1.85,111,0.98966,11.8,7
0.15,7.9,81,0.99512,10,6
0.315,2.6,69,0.9909,10.8,6
0.225,1.2,130,0.99132,10.3,6
0.24,7.1,134,0.99378,9.9,6
0.15,7.9,81,0.99512,10,6
0.27,1.3,93,0.99044,12.25,5
0.32,10.7,98,0.99521,10.2,6
0.25,7.7,132,0.99489,9.4,6
0.42,8.4,180,0.99495,9.7,6
0.32,10.7,98,0.99521,10.2,6
0.31,12.7,116,0.9954,10.4,6
0.48,1.8,96,0.99121,12.2,6
0.25,7.7,132,0.99489,9.4,6
0.21,10.5,122,0.99478,10.6,6
0.32,1.6,65,0.99346,10.7,5
0.3,1.85,106,0.99331,11.85,5
0.31,10.5,140,0.99321,11.7,6
0.31,10.5,140,0.99321,11.7,6
0.185,1,123,0.99218,10.15,6
0.16,1.2,68,0.9898,11.63333333,6
0.17,1.7,61,0.99144,10.8,6
0.16,1.6,61,0.99143,10.8,6
0.24,9,134,0.99234,12.3,7
0.3,1.9,118,0.98972,12.5,6
0.16,1.2,68,0.9898,11.65,6
0.32,1.5,189,0.99308,9.6,5
0.27,3.9,137,0.99218,10.9,6
0.27,3.6,133,0.99215,10.8,6
0.14,1.2,148,0.99185,11.2,5
0.24,5,101,0.99438,10,5
0.26,2.9,440,0.99314,10.5,3
0.23,10.4,132,0.99542,9.1,6
0.26,11.4,93,0.99428,10.5,6
0.34,18.35,184,0.99943,9.3,5
0.35,18.4,182,0.99946,9.3,6
0.14,1.2,148,0.99185,11.2,5
0.36,7.1,185,0.99472,10.6,6
0.25,1.3,78,0.9891,12.1,7
0.16,1.5,100,0.99076,12,6
0.19,10.2,106,0.99632,9.7,6
0.29,2.2,92,0.99,12.4,6
0.38,3.5,111,0.98872,13.6,7
0.38,3.5,111,0.98872,13.6,7
0.2,3.9,140,0.99102,11.8,6
0.17,7.4,128,0.99388,10,6
0.17,7.4,128,0.99388,10,6
0.15,11,116,0.99602,9.1,6
0.48,1.5,78,0.99057,11.9,7
0.4,3.9,130,0.99072,11.75,7
0.26,5.4,116,0.99224,11.4,6
0.3,1.5,96,0.98942,13,8
0.32,5,138,0.99171,12.4,8
0.19,1.2,181,0.99352,9.4,7
